,Iteration 0,Iteration 1,Iteration 2,Iteration 3,Iteration 4,Iteration 5,Iteration 6,Iteration 7,Iteration 8,Iteration 9
AlaCount,0.0008492836201781962,0.000866106678613716,0.0016314630274154112,0.004060958295127759,0.0018521299381619996,0.0005642735249189641,0.001734670102773591,0.00054696062991403,0.0004465994068845792,0.0005824520455517368
T1_absq,0.00062208915881922,0.0013453769893297582,0.002283015319355841,0.0024641198358293687,0.00201325402630103,9.610562638943707e-05,0.0014273770362113348,0.0010318315538789963,0.0004647090982235155,5.8046214905545846e-05
T1_netq,0.0008419220399528508,0.0015216064799337876,0.002035086070150194,0.0036143074357003696,0.002726436881260643,0.0017226960660464458,0.002547689206444805,0.0014188049687700658,0.0013833764753884551,0.0006508483431756872
Tend_absq,6.850832236801741e-05,0.0009094458266711872,0.002224550767194445,0.003803848503388442,0.0016894713565291579,0.00012216974279198657,0.002731373744033295,0.0010835454108705626,0.00020778460361716705,0.0004035484522696914
Tend_netq,0.0006598757105990979,0.0022797239988779695,0.0018675417375875333,0.006502030990063212,0.0019684476758589425,0.00019182595113263352,0.002242743440492006,0.0018412797279894998,0.0008600921873013578,0.0008414032057583499
Tminus1_absq,0.0006085990492213747,0.0009370196078734257,0.0016235063594323082,0.002648059824517106,0.0016649557470603158,6.990957517397091e-05,0.0010837274358676866,0.0007419901404618053,0.000988136213010604,0.0004697453773364217
Tminus1_netq,0.0007463615899464803,0.0031651419835840816,0.0013167360425440887,0.00789983246658542,0.0019071189957078861,0.0002385276449888377,0.0024733626235891753,0.004640086577232266,0.0027363915901601954,0.001118581785101727
abego_res_profile,0.005337645896212964,0.0019624545856311197,0.006347317074397502,0.004905633287977409,0.00745500550108748,0.00536111754441192,0.005292732448108042,0.002596261576902522,0.006506330561755091,0.005264259455826787
abego_res_profile_penalty,0.004253443522387174,0.003568212133191372,0.012853983005295406,0.006915517068562889,0.008565555376041594,0.004454892994408783,0.01159249863605508,0.007474534536039708,0.005258903374347612,0.007828321630610334
avg_all_frags,0.0021157595214416586,0.0071169451147061165,0.01088922705361626,0.011869515098977929,0.009872525743157943,0.002516942348601938,0.008100989073269718,0.005497963592535827,0.01057746425591432,0.009114304530923168
avg_best_frag,0.007447270599189529,0.010107528530549331,0.011638479567866632,0.0150712272923581,0.0169514949151892,0.003631880498421097,0.011245410403489217,0.007873878029147763,0.011925163855668905,0.01219113018734204
bb,0.0009734487255476388,0.0017782188103305332,0.005761513243242383,0.006343620100122009,0.004985237989176364,0.0011909526197711972,0.003304681432289205,0.0008608130619660816,0.0012743404577360267,0.0027560992115826847
buns_bb_heavy,0.0017732917762797082,0.0017891161300460671,0.0026387790524662284,0.0030015937311408374,0.0024973420403580234,0.0015911147121144753,0.002017672413950249,0.0006811997133383933,0.0010303840470763147,0.0009700594350815633
buns_nonheavy,0.0009684627818762017,0.0014644862829647307,0.0017165712294517088,0.0015515800356407721,0.0015228971294411488,0.0001928831654854081,0.00095816662418731,8.02411182981209e-05,0.0004436352822007512,0.00018145613778010393
buns_sc_heavy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.994528707385382e-05
buried_minus_exposed,0.002875069110425932,0.03026397142775022,0.029592436875368288,0.019400933800576444,0.03295342945518281,0.0020452712437235873,0.029134940441172288,0.04730526335169758,0.02019359604326905,0.03965458745398779
buried_np,0.1908762498453789,0.07815225186284011,0.06671546695476141,0.03885195842051264,0.09548772597049379,0.29235306303593,0.08731491930907931,0.1473779830347898,0.15229392538490616,0.08271247339287191
buried_np_AFILMVWY,0.018585543813234354,0.045908877790609794,0.04219575680221309,0.026044838051528556,0.03221187519915668,0.01746828438950185,0.03916174993864222,0.041179818084683906,0.04675794278931455,0.037990941469525315
buried_np_AFILMVWY_per_res,0.023292565169953018,0.03783868857149988,0.03266461657050801,0.022732336411128446,0.028076904321802806,0.015885392754546104,0.03257974429576141,0.035904618146096134,0.04423269188479107,0.03839987535006012
buried_np_per_res,0.20802837335789912,0.07951146343736482,0.07730616295050885,0.030787257410229266,0.09362396025296542,0.2882400883123045,0.08797931114084442,0.1459362920442016,0.1668654710040556,0.07146640991659137
buried_over_exposed,0.0016168628043609693,0.0033917545916776343,0.00551294014947582,0.01041528752271188,0.00756861454440053,0.0003646706457623041,0.0044005818498080804,0.0026590416505278915,0.0016237080424713279,0.004173263727681933
chymo_cut_sites,0.0002686301304872579,0.0024667130664075875,0.0013824829027092268,0.00391806595440703,0.0023902621858348724,0.0001383808325846915,0.0018900063643292866,0.00042927300847574,0.0004387951984031814,0.0018010310546985213
chymo_with_LM_cut_sites,0.005898448433761729,0.008183275897102434,0.006488080029080583,0.008964711741746274,0.005498389627367398,0.002059565056188273,0.004898516503777269,0.005128519750373023,0.0023832862547006083,0.00680250940813215
contact_all,0.0041012984600026425,0.025304557325372477,0.011529225248478601,0.014224894531266115,0.010177704211662487,0.0008937657510722894,0.018209082447170098,0.012601521154267145,0.005097190956117261,0.018282489787159205
contig_not_hp_avg,0.01139171674885204,0.02453635277563887,0.03006077241548198,0.019324837860573225,0.013261823380450797,0.00793486230594344,0.01708185486041162,0.010581734901403027,0.01731796907442791,0.024237178720992715
contig_not_hp_avg_norm,0.001208034189116836,0.0037601408352175214,0.003162809026565781,0.004001959796587444,0.0038899543774221345,0.00320602710663565,0.002997553749065307,0.0024610962958161718,0.006000080524687685,0.0026693990370104384
contig_not_hp_internal_max,0.0006139794906819984,0.002533998634178564,0.0021708808139189566,0.006202840394570549,0.001589286361803645,0.0013968685941322682,0.0019364003619793677,0.0004724315071351693,0.0011073781890072656,0.0016014558210376644
contig_not_hp_max,0.005111148800012853,0.017185997638871246,0.008353341892315642,0.01544421501021667,0.0070629367253953,0.0007573077382919071,0.00474980888363195,0.0023843653585620787,0.0051145781532780715,0.012241528928315346
